station,yday,mean_temp,mean_do,mean_salinity
QU39,35,7.57545,6.524815,28.248501666666666
QU39,39,7.1302125,6.59455,27.658606250000002
QU39,41,7.692518333333333,5.679333333333333,28.662865
QU39,50,7.326774576271187,6.09761186440678,28.780016949152543
QU39,54,6.918161666666666,6.956648333333334,28.403261666666666
QU39,68,7.31024,6.781621666666666,28.732828333333334
QU39,75,7.341186885245902,6.840106557377049,28.78031475409836
QU39,85,7.6184032786885245,7.799875409836066,28.734554098360658
QU39,89,7.834553333333333,7.531321666666667,28.96291
QU39,95,8.272601666666667,7.656885,29.154305
QU39,104,8.713639344262296,7.6059065573770495,29.327303278688525
QU39,109,9.039338333333333,7.571635,29.305948333333333
QU39,116,9.218471666666666,5.81415,29.601496666666666
QU39,124,10.20398,6.840298333333333,29.291976666666667
QU39,138,10.76209461037293,6.280244323643908,29.308871267984014
QU39,139,10.120489041294078,43.857461276823486,29.559557516945077
QU39,140,10.077218591808592,5.07081809446913,29.566095606986902
QU39,148,12.85435,6.957933333333333,27.398006666666667
QU39,152,12.247586666666667,5.812706666666666,28.022826666666667
QU39,160,12.306993333333333,5.132733333333333,27.748436666666667
QU39,166,13.538463333333333,5.585953333333333,26.291976666666667
QU39,173,10.669536666666668,4.035066666666666,28.426923333333335
QU39,179,12.631493333333333,5.53718,28.008666666666667
QU39,187,11.48029,4.54459,27.764376666666667
QU39,194,11.565606666666667,4.477406666666667,27.924916666666668
QU39,201,14.86249,4.92397,26.278606666666665
