yday,predicted_mean_temp,station,mean_temp,mean_do,mean_salinity,diff
39,7.355775632720743,QU39,7.17713408161335,6.205076090232517,28.995673211931912,neg
46,7.369322517371468,QU39,7.105419868904131,6.150214000840478,29.084015497355498,neg
50,7.405317473560456,NA,7.405317473560456,NA,NA,NA
54,7.441312429749444,QU39,7.507260875246598,5.143682500043635,29.546852606313294,pos
56.5,7.4794766898806815,NA,7.4794766898806815,NA,NA,NA
59,7.517640950011919,QU39,6.763571144915047,5.850606605418957,29.264575253762107,neg
67,7.693976090546304,QU39,6.877423249017223,6.098228000505384,29.327963388646886,neg
72,7.834999322530125,QU39,7.23788661841155,5.913643754753193,29.470799137843382,neg
80,8.102632893437658,QU39,7.321475462306928,6.295383431735924,29.413896139575048,neg
89,8.459090938547817,QU39,7.861971530770352,7.177491276645348,29.517178718915655,neg
94,8.68924667840847,QU39,8.064683070282964,6.8120834383173365,29.56954431519665,neg
101,9.037853542792698,QU39,8.218043291559425,6.391065067128008,29.646871595387175,neg
111,9.574534792167544,QU39,8.281331714686747,6.108776435288474,29.68251539529376,neg
115,9.819600276462298,QU39,8.590890078215017,6.158088153166762,29.614697558877005,neg
122,10.257511470178093,QU39,9.324851888389183,5.910603984031201,29.596373472059256,neg
129,10.66186853874764,QU39,10.356565286870953,6.557871785268664,29.483237799274995,neg
132.5,10.879100640604607,NA,10.879100640604607,NA,NA,NA
136,11.096332742461573,QU39,12.18499463332943,7.3755636850062585,28.73432383926013,pos
139.5,11.30205784481305,NA,11.30205784481305,NA,NA,NA
143,11.507782947164525,QU39,10.280216887746924,4.841261280031066,29.30359759830545,neg
150,11.793027258133378,QU39,9.866507270252901,4.556031290688183,29.42479418072979,neg
157,11.956436593428093,QU39,10.072997716458637,4.598589738716035,29.298008433624403,neg
166,12.100979538497027,QU39,9.565934263532883,4.019508118944506,29.437821500202567,neg
171,12.189404005856126,QU39,11.57291992117277,6.1771115101457434,28.874015737632035,neg
174.5,12.238571073041152,NA,12.238571073041152,NA,NA,NA
178,12.287738140226178,QU39,14.161075179286183,6.098904457805339,27.9276563810307,pos
